0.000000000000000000e+00    1.587602999999999931e-01
1.000000000000000000e+00    1.309314000000000033e-01
2.000000000000000000e+00    1.041764000000000023e-01
3.000000000000000000e+00    7.876329999999999443e-02
4.000000000000000000e+00    5.659689999999999860e-02
5.000000000000000000e+00    3.760870000000000185e-02
6.000000000000000000e+00    2.303830000000000114e-02
7.000000000000000000e+00    1.256750000000000055e-02
8.000000000000000000e+00    6.031100000000000176e-03
9.000000000000000000e+00    2.419500000000000210e-03
1.000000000000000000e+01    7.887000000000000347e-04
1.100000000000000000e+01    1.901999999999999882e-04
1.200000000000000000e+01    3.509999999999999936e-05
