-4.000000000000000000e+00    3.374221000000000026e-01
-3.000000000000000000e+00    2.916435000000000000e-01
-2.000000000000000000e+00    2.442680999999999880e-01
-1.000000000000000000e+00    1.967488000000000015e-01
0.000000000000000000e+00    1.510763999999999996e-01
1.000000000000000000e+00    1.094064000000000009e-01
2.000000000000000000e+00    7.370450000000000612e-02
3.000000000000000000e+00    4.524639999999999912e-02
4.000000000000000000e+00    2.487759999999999971e-02
5.000000000000000000e+00    1.186659999999999972e-02
6.000000000000000000e+00    4.771400000000000294e-03
7.000000000000000000e+00    1.552500000000000061e-03
8.000000000000000000e+00    3.788999999999999942e-04
9.000000000000000000e+00    6.480000000000000300e-05
1.000000000000000000e+01    1.119999999999999949e-05
