2.000000000000000000e+00    1.955718999999999930e-01
3.000000000000000000e+00    1.548841999999999997e-01
4.000000000000000000e+00    1.171314999999999995e-01
5.000000000000000000e+00    8.370360000000000300e-02
6.000000000000000000e+00    5.584229999999999750e-02
7.000000000000000000e+00    3.400829999999999825e-02
8.000000000000000000e+00    1.853629999999999861e-02
9.000000000000000000e+00    8.798500000000000765e-03
1.000000000000000000e+01    3.512299999999999884e-03
1.100000000000000000e+01    1.133399999999999902e-03
1.200000000000000000e+01    2.769000000000000085e-04
1.300000000000000000e+01    4.699999999999999724e-05
