-4.000000000000000000e+00    3.720679000000000070e-01
-3.000000000000000000e+00    3.165310000000000068e-01
-2.000000000000000000e+00    2.616196000000000077e-01
-1.000000000000000000e+00    2.077096999999999971e-01
0.000000000000000000e+00    1.571628999999999943e-01
1.000000000000000000e+00    1.127114000000000033e-01
2.000000000000000000e+00    7.494770000000000598e-02
3.000000000000000000e+00    4.570749999999999813e-02
4.000000000000000000e+00    2.502240000000000020e-02
5.000000000000000000e+00    1.193050000000000013e-02
6.000000000000000000e+00    4.741500000000000055e-03
7.000000000000000000e+00    1.539699999999999966e-03
8.000000000000000000e+00    3.757999999999999730e-04
9.000000000000000000e+00    6.779999999999999460e-05
1.000000000000000000e+01    1.145000000000000049e-05
