0.000000000000000000e+00    1.584129999999999983e-01
1.000000000000000000e+00    1.307230000000000059e-01
2.000000000000000000e+00    1.037069999999999936e-01
3.000000000000000000e+00    7.852399999999999658e-02
4.000000000000000000e+00    5.673099999999999671e-02
5.000000000000000000e+00    3.756799999999999723e-02
6.000000000000000000e+00    2.305099999999999857e-02
7.000000000000000000e+00    1.267800000000000003e-02
8.000000000000000000e+00    5.912999999999999853e-03
9.000000000000000000e+00    2.371999999999999977e-03
1.000000000000000000e+01    8.019999999999999785e-04
1.100000000000000000e+01    1.859999999999999945e-04
1.200000000000000000e+01    7.399999999999999623e-05
