-2.000000000000000000e+00 2.135021855040060701e-01 3.919334655684875157e-01 5.910741904463017171e-01 8.410347880238959739e-01 1.173421043692772781e+00 1.628264083205443580e+00 2.259886958444135452e+00 3.144052670755927981e+00
-1.000000000000000000e+00 1.863972813913737925e-01 3.112772878602189652e-01 4.293204572528066532e-01 5.600056914771136540e-01 7.172261081480681977e-01 9.143728031817131008e-01 1.166640440293650549e+00 1.492714269696355567e+00
0.000000000000000000e+00 1.586552539314570742e-01 2.359488105754277421e-01 2.914258083224265938e-01 3.412519792226879067e-01 3.928834395007579361e-01 4.506351707160339282e-01 5.175866961874214800e-01 5.964112100835264885e-01
1.000000000000000000e+00 1.309272967555245026e-01 1.688458559296244221e-01 1.818904361177174356e-01 1.862252003116512677e-01 1.877119668360666127e-01 1.886594464829288997e-01 1.899776895508003549e-01 1.920000762037927799e-01
2.000000000000000000e+00 1.040286370853886755e-01 1.125183850767779437e-01 1.022655634507001338e-01 8.855498802982900153e-02 7.559464415780235702e-02 6.439436115046659470e-02 5.498826236914640397e-02 4.714395419629035383e-02
3.000000000000000000e+00 7.889587198172448579e-02 6.863522268325596143e-02 5.047562419433408026e-02 3.545215276640966556e-02 2.457788564068047119e-02 1.701576314792098768e-02 1.181505432611286606e-02 8.239487058547398032e-03
4.000000000000000000e+00 5.649530174936166771e-02 3.750245412221265423e-02 2.117135934637751071e-02 1.144132825642810679e-02 6.110278505007671335e-03 3.261017414423937177e-03 1.746290799048405519e-03 9.394907205738414454e-04
5.000000000000000000e+00 3.767898814746339226e-02 1.786160144333598723e-02 7.243311209149148194e-03 2.818082859121244597e-03 1.084690531025431009e-03 4.174855121141998878e-04 1.612957112786308220e-04 6.262308737721246680e-05
6.000000000000000000e+00 2.300713887786601589e-02 7.164872342798413868e-03 1.919636234754736222e-03 4.944547648775271661e-04 1.261264903993102222e-04 3.218971022663497648e-05 8.249511641506682133e-06 2.125068281432273756e-06
7.000000000000000000e+00 1.258703312214460614e-02 2.318024446135328893e-03 3.692541336389507209e-04 5.665698285607028117e-05 8.616790127422304898e-06 1.311859260391613095e-06 2.006154045663939745e-07 3.084352632452113496e-08
8.000000000000000000e+00 6.004386400163561587e-03 5.727233222279794591e-04 4.749303217250154112e-05 3.799961584033066919e-06 3.016051620039641524e-07 2.397387974156504145e-08 1.914649566804349570e-09 1.537585061638271506e-10
9.000000000000000000e+00 2.413310419633864657e-03 1.008816852588525223e-04 3.683327012408992931e-06 1.299550819547592897e-07 4.551536611232522456e-09 1.597078562071570577e-10 5.631767089503470499e-12 1.997221526447006491e-13
1.000000000000000000e+01 7.827011290012739772e-04 1.161632464656610505e-05 1.512162070239620910e-07 1.904721442103142502e-09 2.383062681363453757e-11 2.988007334888262929e-13 3.765833114802378638e-15 4.773724164858661944e-17
1.100000000000000000e+01 1.939854720578607170e-04 7.839203860725597722e-07 2.789073790022349484e-09 9.612826504463425736e-12 3.292554743404404180e-14 1.130507849916226814e-16 3.902263260324984253e-19 1.354942475277788326e-21
1.200000000000000000e+01 3.430262386641519775e-05 2.701803105188596015e-08 1.879726501937962065e-11 1.268132532084830214e-14 8.505701527504456068e-18 5.720199783842414027e-21 3.867869600111530944e-24 2.631057375537353022e-27
