-2.000000000000000000e+00    1.305120999999999920e-01
-1.000000000000000000e+00    1.038150999999999935e-01
0.000000000000000000e+00    7.871640000000000581e-02
1.000000000000000000e+00    5.635670000000000263e-02
2.000000000000000000e+00    3.750069999999999792e-02
3.000000000000000000e+00    2.282589999999999966e-02
4.000000000000000000e+00    1.252540000000000077e-02
5.000000000000000000e+00    5.936000000000000304e-03
6.000000000000000000e+00    2.410300000000000203e-03
7.000000000000000000e+00    7.860000000000000233e-04
8.000000000000000000e+00    1.949999999999999965e-04
9.000000000000000000e+00    3.059999999999999840e-05
1.000000000000000000e+01    5.200000000000000188e-06
