-2.000000000000000000e+00    4.615516149920062539e-01
-1.000000000000000000e+00    4.297306909947417042e-01
0.000000000000000000e+00    3.953169426491535687e-01
1.000000000000000000e+00    3.584517068936329265e-01
2.000000000000000000e+00    3.194305975368361694e-01
3.000000000000000000e+00    2.787454276004466269e-01
4.000000000000000000e+00    2.371220767437333121e-01
5.000000000000000000e+00    1.955426521691354391e-01
6.000000000000000000e+00    1.552346143613999863e-01
7.000000000000000000e+00    1.176054403908551038e-01
8.000000000000000000e+00    8.410347880238959462e-02
9.000000000000000000e+00    5.600056914771137095e-02
1.000000000000000000e+01    3.412519792226879206e-02
1.100000000000000000e+01    1.862252003116512608e-02
1.200000000000000000e+01    8.855498802982888357e-03
1.300000000000000000e+01    3.545215276640966209e-03
