-4.000000000000000000e+00    3.373427999999999982e-01
-3.000000000000000000e+00    2.915919000000000150e-01
-2.000000000000000000e+00    2.438970000000000027e-01
-1.000000000000000000e+00    1.969664999999999888e-01
0.000000000000000000e+00    1.509323999999999943e-01
1.000000000000000000e+00    1.094196000000000057e-01
2.000000000000000000e+00    7.374169999999999336e-02
3.000000000000000000e+00    4.525099999999999956e-02
4.000000000000000000e+00    2.478730000000000169e-02
5.000000000000000000e+00    1.183340000000000086e-02
6.000000000000000000e+00    4.784599999999999964e-03
7.000000000000000000e+00    1.559999999999999972e-03
8.000000000000000000e+00    3.780000000000000265e-04
9.000000000000000000e+00    6.880000000000000536e-05
1.000000000000000000e+01    1.244999999999999938e-05
