0.000000000000000000e+00    1.586943000000000104e-01
1.000000000000000000e+00    1.308883000000000130e-01
2.000000000000000000e+00    1.041744000000000003e-01
3.000000000000000000e+00    7.873850000000000293e-02
4.000000000000000000e+00    5.649389999999999967e-02
5.000000000000000000e+00    3.778809999999999808e-02
6.000000000000000000e+00    2.295060000000000155e-02
7.000000000000000000e+00    1.260670000000000020e-02
8.000000000000000000e+00    5.992899999999999790e-03
9.000000000000000000e+00    2.421700000000000155e-03
1.000000000000000000e+01    7.923999999999999620e-04
1.100000000000000000e+01    2.022000000000000088e-04
1.200000000000000000e+01    3.300000000000000253e-05
