-2.000000000000000000e+00    1.307174999999999865e-01
-1.000000000000000000e+00    1.038541999999999937e-01
0.000000000000000000e+00    7.866030000000000244e-02
1.000000000000000000e+00    5.620850000000000152e-02
2.000000000000000000e+00    3.755390000000000117e-02
3.000000000000000000e+00    2.285509999999999972e-02
4.000000000000000000e+00    1.249530000000000085e-02
5.000000000000000000e+00    5.967599999999999988e-03
6.000000000000000000e+00    2.390699999999999943e-03
7.000000000000000000e+00    7.724000000000000180e-04
8.000000000000000000e+00    1.872999999999999990e-04
9.000000000000000000e+00    3.009999999999999980e-05
1.000000000000000000e+01    6.049999999999999673e-06
