2.000000000000000000e+00    1.953031000000000073e-01
3.000000000000000000e+00    1.548233999999999999e-01
4.000000000000000000e+00    1.171539000000000053e-01
5.000000000000000000e+00    8.388869999999999660e-02
6.000000000000000000e+00    5.573030000000000345e-02
7.000000000000000000e+00    3.390429999999999833e-02
8.000000000000000000e+00    1.840839999999999838e-02
9.000000000000000000e+00    8.787100000000000813e-03
1.000000000000000000e+01    3.484300000000000071e-03
1.100000000000000000e+01    1.126999999999999964e-03
1.200000000000000000e+01    2.784999999999999932e-04
1.300000000000000000e+01    4.740000000000000018e-05
